timestamp,latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed,wind_speed,battery_level,obstacle_detected,highlight
3.9,39.9098,116.4156,25,0.14,0.06,9.82,0.05,-0.02,0.04,9.1,12.2,5.2,75,1,1
4.0,39.9100,116.4160,120,0.12,0.08,9.81,0.04,-0.02,0.03,143.7,12.1,5.0,75,0,0
4.1,39.9103,116.4164,125,0.11,0.09,9.79,0.05,-0.01,0.04,137.1,12.3,5.1,74,0,0
4.2,39.9105,116.4168,10,0.13,0.07,9.82,0.06,-0.03,0.04,1.8,11.8,5.2,74,1,1
4.3,39.9108,116.4172,15,0.10,0.10,9.80,0.03,-0.02,0.03,3.5,11.9,5.0,73,1,1
4.4,39.9110,116.4176,20,0.14,0.06,9.81,0.05,-0.01,0.05,8.4,12.1,4.9,73,1,1
4.5,39.9113,116.4180,130,0.12,0.08,9.82,0.04,0.00,0.02,146.1,12.3,5.3,72,0,0
4.6,39.9115,116.4184,135,0.11,0.09,9.79,0.05,-0.02,0.04,139.6,12.0,5.1,72,0,0
4.7,39.9118,116.4188,5,0.13,0.07,9.81,0.06,-0.03,0.03,1.2,11.7,4.8,71,1,1
4.8,39.9120,116.4192,10,0.10,0.10,9.80,0.03,-0.01,0.05,2.8,11.8,5.0,71,1,1
4.9,39.9123,116.4196,15,0.14,0.06,9.82,0.05,-0.02,0.04,7.7,12.2,5.2,70,1,1
5.0,39.9125,116.4200,140,0.12,0.08,9.81,0.04,-0.02,0.03,141.6,12.1,5.0,70,0,0
